movieId,title,genres
1192,Paris Is Burning (1990),Documentary
1193,One Flew Over the Cuckoo's Nest (1975),Drama
1194,Cheech and Chong's Up in Smoke (1978),Comedy
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1197,Princess Bride The (1987),Action|Adventure|Comedy|Fantasy|Romance
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1199,Brazil (1985),Fantasy|Sci-Fi
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi
1201,Good the Bad and the Ugly The (1966),Action|Adventure|Western
1202,Withnail & I (1987),Comedy
1203,12 Angry Men (1957),Drama
1204,Lawrence of Arabia (1962),Adventure|Drama|War
1206,Clockwork Orange A (1971),Crime|Drama|Sci-Fi|Thriller
1207,To Kill a Mockingbird (1962),Drama
1208,Apocalypse Now (1979),Action|Drama|War
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1211,Wings of Desire (1987),Drama|Fantasy|Romance
1212,Third Man The (1949),Film-Noir|Mystery|Thriller
1213,Goodfellas (1990),Crime|Drama
1214,Alien (1979),Horror|Sci-Fi
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
1217,Ran (1985),Drama|War
1218,Killer The (Die xue shuang xiong) (1989),Action|Crime|Drama|Thriller
1219,Psycho (1960),Crime|Horror
1220,Blues Brothers The (1980),Action|Comedy|Musical
1221,Godfather: Part II The (1974),Crime|Drama
1222,Full Metal Jacket (1987),Drama|War
1223,Grand Day Out with Wallace and Gromit A (1989),Adventure|Animation|Children|Comedy|Sci-Fi
1224,Henry V (1989),Action|Drama|Romance|War
1225,Amadeus (1984),Drama
1226,Quiet Man The (1952),Drama|Romance
1227,Once Upon a Time in America (1984),Crime|Drama
1228,Raging Bull (1980),Drama
1230,Annie Hall (1977),Comedy|Romance
1231,Right Stuff The (1983),Drama
1232,Stalker (1979),Drama|Mystery|Sci-Fi
1233,Boot Das (1981),Action|Drama|War
1234,Sting The (1973),Comedy|Crime
1235,Harold and Maude (1971),Comedy|Drama|Romance
1238,Local Hero (1983),Comedy
1240,Terminator The (1984),Action|Sci-Fi|Thriller
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror
1242,Glory (1989),Drama|War
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
1244,Manhattan (1979),Comedy|Drama|Romance
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
1246,Dead Poets Society (1989),Drama
1247,Graduate The (1967),Comedy|Drama|Romance
1249,Femme Nikita La (Nikita) (1990),Action|Crime|Romance|Thriller
1250,Bridge on the River Kwai The (1957),Adventure|Drama|War
1251,8 1/2 (8½) (1963),Drama|Fantasy
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
1253,Day the Earth Stood Still The (1951),Drama|Sci-Fi|Thriller
1254,Treasure of the Sierra Madre The (1948),Action|Adventure|Drama|Western
1256,Duck Soup (1933),Comedy|Musical|War
1257,Better Off Dead... (1985),Comedy|Romance
1258,Shining The (1980),Horror
1259,Stand by Me (1986),Adventure|Drama
1260,M (1931),Crime|Film-Noir|Thriller
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
1262,Great Escape The (1963),Action|Adventure|Drama|War
1263,Deer Hunter The (1978),Drama|War
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller
1265,Groundhog Day (1993),Comedy|Fantasy|Romance
1266,Unforgiven (1992),Drama|Western
1267,Manchurian Candidate The (1962),Crime|Thriller|War
1268,Pump Up the Volume (1990),Comedy|Drama
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama
1272,Patton (1970),Drama|War
1273,Down by Law (1986),Comedy|Drama|Film-Noir
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi
1275,Highlander (1986),Action|Adventure|Fantasy
1276,Cool Hand Luke (1967),Drama
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance
1278,Young Frankenstein (1974),Comedy|Fantasy
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama
1281,Great Dictator The (1940),Comedy|Drama|War
1282,Fantasia (1940),Animation|Children|Fantasy|Musical
1283,High Noon (1952),Drama|Western
1284,Big Sleep The (1946),Crime|Film-Noir|Mystery
1285,Heathers (1989),Comedy
1286,Somewhere in Time (1980),Drama|Romance
1287,Ben-Hur (1959),Action|Adventure|Drama
1288,This Is Spinal Tap (1984),Comedy
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure
1292,Being There (1979),Comedy|Drama
1293,Gandhi (1982),Drama
1296,Room with a View A (1986),Drama|Romance
1297,Real Genius (1985),Comedy
1298,Pink Floyd: The Wall (1982),Drama|Musical
1299,Killing Fields The (1984),Drama|War
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama
1301,Forbidden Planet (1956),Drama|Sci-Fi
1302,Field of Dreams (1989),Children|Drama|Fantasy
1303,Man Who Would Be King The (1975),Adventure|Drama
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western
1307,When Harry Met Sally... (1989),Comedy|Romance
1310,Hype! (1996),Documentary
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
1321,American Werewolf in London An (1981),Comedy|Horror|Thriller
1322,Amityville 1992: It's About Time (1992),Horror
1331,Audrey Rose (1977),Horror
1332,Believers The (1987),Horror|Thriller
1333,Birds The (1963),Horror|Thriller
1334,Blob The (1958),Horror|Sci-Fi
1336,Body Parts (1991),Horror|Thriller
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
1340,Bride of Frankenstein The (Bride of Frankenstein) (1935),Drama|Horror|Sci-Fi
1342,Candyman (1992),Horror|Thriller
1343,Cape Fear (1991),Thriller
1344,Cape Fear (1962),Crime|Drama|Thriller
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller
1346,Cat People (1982),Drama|Fantasy|Horror
1347,Nightmare on Elm Street A (1984),Horror|Thriller
1350,Omen The (1976),Horror|Mystery|Thriller
1352,Albino Alligator (1996),Crime|Thriller
1353,Mirror Has Two Faces The (1996),Comedy|Drama|Romance
1354,Breaking the Waves (1996),Drama|Mystery
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1357,Shine (1996),Drama|Romance
1358,Sling Blade (1996),Drama
1359,Jingle All the Way (1996),Children|Comedy
1363,Preacher's Wife The (1996),Drama
1366,Crucible The (1996),Drama
1367,101 Dalmatians (1996),Adventure|Children|Comedy
1370,Die Hard 2 (1990),Action|Adventure|Thriller
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
1377,Batman Returns (1992),Action|Crime
1378,Young Guns (1988),Action|Comedy|Western
1379,Young Guns II (1990),Action|Western
1380,Grease (1978),Comedy|Musical|Romance
1381,Grease 2 (1982),Comedy|Musical|Romance
1384,Substance of Fire The (1996),Drama
1385,Under Siege (1992),Action|Drama|Thriller
1387,Jaws (1975),Action|Horror
1389,Jaws 3-D (1983),Action|Horror
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi
1393,Jerry Maguire (1996),Drama|Romance
1394,Raising Arizona (1987),Comedy
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime
1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller
1407,Scream (1996),Comedy|Horror|Mystery|Thriller
1408,Last of the Mohicans The (1992),Action|Romance|War|Western
1409,Michael (1996),Comedy|Drama|Fantasy|Romance
1411,Hamlet (1996),Crime|Drama|Romance
1412,Some Mother's Son (1996),Drama
1414,Mother (1996),Comedy
1415,Thieves (1996),Crime|Drama|Romance
1416,Evita (1996),Drama|Musical
1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller
1423,Hearts and Minds (1996),Drama
1425,Fierce Creatures (1997),Comedy
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller
1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller
1438,Dante's Peak (1997),Action|Thriller
1440,Amos & Andrew (1993),Comedy
1441,Benny & Joon (1993),Comedy|Romance
1445,McHale's Navy (1997),Comedy|War
1447,Gridlock'd (1997),Crime
1449,Waiting for Guffman (1996),Comedy
1453,Beautician and the Beast The (1997),Comedy|Romance
1457,Fools Rush In (1997),Comedy|Drama|Romance
1459,Absolute Power (1997),Mystery|Thriller
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy
1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
1466,Donnie Brasco (1997),Crime|Drama
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy
1475,Kama Sutra: A Tale of Love (1996),Romance
1476,Private Parts (1997),Comedy|Drama
1479,Saint The (1997),Action|Romance|Sci-Fi|Thriller
1483,Crash (1996),Drama|Thriller
1485,Liar Liar (1997),Comedy
1488,Devil's Own The (1997),Action|Drama|Thriller
1496,Anna Karenina (1997),Drama|Romance
1498,Inventing the Abbotts (1997),Drama|Romance
1499,Anaconda (1997),Action|Adventure|Thriller
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance
1513,Romy and Michele's High School Reunion (1997),Comedy
1515,Volcano (1997),Action|Drama|Thriller
1516,Children of the Revolution (1996),Comedy
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
1518,Breakdown (1997),Action|Thriller
1523,Truth or Consequences N.M. (1997),Action|Crime|Romance
1525,Warriors of Virtue (1997),Action|Adventure|Children|Fantasy
1527,Fifth Element The (1997),Action|Adventure|Comedy|Sci-Fi
1535,Love! Valour! Compassion! (1997),Drama|Romance
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
1541,Addicted to Love (1997),Comedy|Romance
1542,Brassed Off (1996),Comedy|Drama|Romance
1544,Lost World: Jurassic Park The (1997),Action|Adventure|Sci-Fi|Thriller
1545,Ponette (1996),Drama
1546,Schizopolis (1996),Comedy
1550,Trial and Error (1997),Comedy|Romance
1552,Con Air (1997),Action|Adventure|Thriller
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
1563,Dream With the Fishes (1997),Drama
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
1569,My Best Friend's Wedding (1997),Comedy|Romance
1573,Face/Off (1997),Action|Crime|Drama|Thriller
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1582,Wild America (1997),Adventure|Children
1584,Contact (1997),Drama|Sci-Fi
1585,Love Serenade (1996),Comedy
1586,G.I. Jane (1997),Action|Drama
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy
1588,George of the Jungle (1997),Children|Comedy
1589,Cop Land (1997),Action|Crime|Drama|Thriller
1590,Event Horizon (1997),Horror|Sci-Fi|Thriller
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
1592,Air Bud (1997),Children|Comedy
1593,Picture Perfect (1997),Comedy|Romance
1596,Career Girls (1997),Drama
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
1601,Hoodlum (1997),Crime|Drama|Film-Noir
1608,Air Force One (1997),Action|Thriller
1610,Hunt for Red October The (1990),Action|Adventure|Thriller
1611,My Own Private Idaho (1991),Drama|Romance
1614,In & Out (1997),Comedy
1615,Edge The (1997),Adventure|Drama
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1619,Seven Years in Tibet (1997),Adventure|Drama|War
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
1625,Game The (1997),Drama|Mystery|Thriller
1627,U Turn (1997),Crime|Drama|Mystery
1633,Ulee's Gold (1997),Drama
1635,Ice Storm The (1997),Drama
1639,Chasing Amy (1997),Comedy|Drama|Romance
1641,Full Monty The (1997),Comedy|Drama
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller
1649,Fast Cheap & Out of Control (1997),Documentary
1653,Gattaca (1997),Drama|Sci-Fi|Thriller
1660,Eve's Bayou (1997),Drama
1663,Stripes (1981),Comedy|War
1665,Bean (1997),Comedy
1669,Tango Lesson The (1997),Romance
1672,Rainmaker The (1997),Drama
1673,Boogie Nights (1997),Drama
1674,Witness (1985),Drama|Romance|Thriller
1676,Starship Troopers (1997),Action|Sci-Fi
1678,Joy Luck Club The (1993),Drama|Romance
1682,Truman Show The (1998),Comedy|Drama|Sci-Fi
1687,Jackal The (1997),Action|Thriller
1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
1689,Man Who Knew Too Little The (1997),Comedy|Crime|Thriller
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi
1693,Amistad (1997),Drama|Mystery
1694,Apostle The (1997),Drama
1695,Artemisia (1997),Drama
1699,Butcher Boy The (1997),Comedy|Drama
1702,Flubber (1997),Children|Comedy|Fantasy
1704,Good Will Hunting (1997),Drama|Romance
1707,Home Alone 3 (1997),Children|Comedy
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
1713,Mouse Hunt (1997),Children|Comedy
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
1721,Titanic (1997),Drama|Romance
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller
1726,Postman The (1997),Action|Adventure|Drama|Sci-Fi
1727,Horse Whisperer The (1998),Drama|Romance
1729,Jackie Brown (1997),Crime|Drama|Thriller
1732,Big Lebowski The (1998),Comedy|Crime
1735,Great Expectations (1998),Drama|Romance
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy
1747,Wag the Dog (1997),Comedy
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
1752,Hard Rain (1998),Action|Crime|Thriller
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller
1756,Prophecy II The (1998),Horror
1759,Four Days in September (1997),Drama
1760,Spice World (1997),Comedy
1769,Replacement Killers The (1998),Action|Crime|Thriller
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical
1777,Wedding Singer The (1998),Comedy|Romance
1779,Sphere (1998),Sci-Fi|Thriller
1784,As Good as It Gets (1997),Comedy|Drama|Romance
1791,Twilight (1998),Crime|Drama|Thriller
1794,Love and Death on Long Island (1997),Comedy|Drama
1797,Everest (1998),Documentary|IMAX
1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
1801,Man in the Iron Mask The (1998),Action|Adventure|Drama
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller
1806,Paulie (1998),Adventure|Children|Comedy
1807,Cool Dry Place A (1998),Drama
1810,Primary Colors (1998),Comedy|Drama
1827,Big One The (1997),Comedy|Documentary
1831,Lost in Space (1998),Action|Adventure|Sci-Fi
1835,City of Angels (1998),Drama|Fantasy|Romance
1840,He Got Game (1998),Drama
1845,Zero Effect (1998),Comedy|Mystery|Thriller
1848,Borrowers The (1997),Adventure|Children|Comedy|Fantasy
1855,Krippendorf's Tribe (1998),Comedy
1863,Major League: Back to the Minors (1998),Comedy
1873,Misérables Les (1998),Crime|Drama|Romance|War
1875,Clockwatchers (1997),Comedy
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller
1878,Woo (1998),Comedy|Romance
1879,Hanging Garden The (1997),Drama|Romance
1882,Godzilla (1998),Action|Sci-Fi|Thriller
1883,Bulworth (1998),Comedy|Drama|Romance
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1885,Opposite of Sex The (1998),Comedy|Drama|Romance
1888,Hope Floats (1998),Comedy|Drama|Romance
1889,Insomnia (1997),Drama|Mystery|Thriller
1890,Little Boy Blue (1997),Drama
1892,Perfect Murder A (1998),Thriller
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance
1896,Cousin Bette (1998),Comedy
1897,High Art (1998),Drama|Romance
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1909,X-Files: Fight the Future The (1998),Action|Crime|Mystery|Sci-Fi|Thriller
1911,Dr. Dolittle (1998),Comedy
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
1913,Picnic at Hanging Rock (1975),Drama|Mystery
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
1919,Madeline (1998),Children|Comedy
1920,Small Soldiers (1998),Animation|Children|Fantasy|War
1921,Pi (1998),Drama|Sci-Fi|Thriller
1923,There's Something About Mary (1998),Comedy|Romance
1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi
1929,Grand Hotel (1932),Drama|Romance
1931,Mutiny on the Bounty (1935),Adventure|Drama
1938,Lost Weekend The (1945),Drama
1940,Gentleman's Agreement (1947),Drama
1944,From Here to Eternity (1953),Drama|Romance|War
1945,On the Waterfront (1954),Crime|Drama
1946,Marty (1955),Drama|Romance
1947,West Side Story (1961),Drama|Musical|Romance
1949,Man for All Seasons A (1966),Drama
1950,In the Heat of the Night (1967),Drama|Mystery
1951,Oliver! (1968),Drama|Musical
1952,Midnight Cowboy (1969),Drama
1953,French Connection The (1971),Action|Crime|Thriller
1954,Rocky (1976),Drama
1955,Kramer vs. Kramer (1979),Drama
1956,Ordinary People (1980),Drama
1957,Chariots of Fire (1981),Drama
1958,Terms of Endearment (1983),Comedy|Drama
1960,Last Emperor The (1987),Drama
1961,Rain Man (1988),Drama
1962,Driving Miss Daisy (1989),Drama
1964,Klute (1971),Drama|Mystery
1965,Repo Man (1984),Comedy|Sci-Fi
1967,Labyrinth (1986),Adventure|Fantasy|Musical
1968,Breakfast Club The (1985),Comedy|Drama
1969,Nightmare on Elm Street 2: Freddy's Revenge A (1985),Horror
1970,Nightmare on Elm Street 3: Dream Warriors A (1987),Horror|Thriller
1973,Freddy's Dead: The Final Nightmare (1991),Horror
1974,Friday the 13th (1980),Horror|Mystery|Thriller
1975,Friday the 13th Part 2 (1981),Horror
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror
1979,Friday the 13th Part VI: Jason Lives (1986),Horror
1982,Halloween (1978),Horror
1983,Halloween II (1981),Horror
1985,Halloween 4: The Return of Michael Myers (1988),Horror
1991,Child's Play (1988),Horror|Thriller
1992,Child's Play 2 (1990),Horror|Thriller
1994,Poltergeist (1982),Horror|Thriller
1997,Exorcist The (1973),Horror|Mystery
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
2003,Gremlins (1984),Comedy|Horror
2004,Gremlins 2: The New Batch (1990),Comedy|Horror
2005,Goonies The (1985),Action|Adventure|Children|Comedy|Fantasy
2006,Mask of Zorro The (1998),Action|Comedy|Romance
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
2010,Metropolis (1927),Drama|Sci-Fi
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
2015,Absent-Minded Professor The (1961),Children|Comedy|Fantasy
2016,Apple Dumpling Gang Rides Again The (1979),Children|Comedy|Western
2017,Babes in Toyland (1961),Children|Fantasy|Musical
2018,Bambi (1942),Animation|Children|Drama
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
2021,Dune (1984),Adventure|Sci-Fi
2022,Last Temptation of Christ The (1988),Drama
2023,Godfather: Part III The (1990),Crime|Drama|Mystery|Thriller
2025,Lolita (1997),Drama|Romance
2028,Saving Private Ryan (1998),Action|Drama|War
2034,Black Hole The (1979),Children|Sci-Fi
2038,Cat from Outer Space The (1978),Children|Comedy|Sci-Fi
2042,D2: The Mighty Ducks (1994),Children|Comedy
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
2054,Honey I Shrunk the Kids (1989),Adventure|Children|Comedy|Fantasy|Sci-Fi
2057,Incredible Journey The (1963),Adventure|Children
2058,Negotiator The (1998),Action|Crime|Drama|Mystery|Thriller
2060,BASEketball (1998),Comedy
2064,Roger & Me (1989),Documentary
2065,Purple Rose of Cairo The (1985),Comedy|Drama|Fantasy|Romance
2066,Out of the Past (1947),Film-Noir
2067,Doctor Zhivago (1965),Drama|Romance|War
2070,Tender Mercies (1983),Drama|Romance|Western
2071,And the Band Played On (1993),Drama
2072,'burbs The (1989),Comedy
2075,Mephisto (1981),Drama|War
2076,Blue Velvet (1986),Drama|Mystery|Thriller
2078,Jungle Book The (1967),Animation|Children|Comedy|Musical
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
2081,Little Mermaid The (1989),Animation|Children|Comedy|Musical|Romance
2082,Mighty Ducks The (1992),Children|Comedy
2094,Rocketeer The (1991),Action|Adventure|Sci-Fi
2095,Shaggy D.A. The (1976),Children|Comedy
2096,Sleeping Beauty (1959),Animation|Children|Musical
2099,Song of the South (1946),Adventure|Animation|Children|Musical
2100,Splash (1984),Comedy|Fantasy|Romance
2102,Steamboat Willie (1928),Animation|Children|Comedy|Musical
2105,Tron (1982),Action|Adventure|Sci-Fi
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
2108,L.A. Story (1991),Comedy|Romance
2109,Jerk The (1979),Comedy
2111,Man with Two Brains The (1983),Comedy
2112,Grand Canyon (1991),Crime|Drama
2114,Outsiders The (1983),Drama
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
2116,Lord of the Rings The (1978),Adventure|Animation|Children|Fantasy
2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
2118,Dead Zone The (1983),Thriller
2122,Children of the Corn (1984),Horror|Thriller
2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy
2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller
2132,Who's Afraid of Virginia Woolf? (1966),Drama
2133,Adventures in Babysitting (1987),Adventure|Comedy
2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi
2135,Doctor Dolittle (1967),Adventure|Children|Musical
2137,Charlotte's Web (1973),Animation|Children
2139,Secret of NIMH The (1982),Adventure|Animation|Children|Drama
2140,Dark Crystal The (1982),Adventure|Fantasy
2141,American Tail An (1986),Adventure|Animation|Children|Comedy
2142,American Tail: Fievel Goes West An (1991),Adventure|Animation|Children|Musical|Western
2143,Legend (1985),Adventure|Fantasy|Romance
2144,Sixteen Candles (1984),Comedy|Romance
2145,Pretty in Pink (1986),Comedy|Drama|Romance
2146,St. Elmo's Fire (1985),Drama|Romance
2150,Gods Must Be Crazy The (1980),Adventure|Comedy
2151,Gods Must Be Crazy II The (1989),Comedy
2152,Air Bud: Golden Receiver (1998),Children|Comedy
2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
2160,Rosemary's Baby (1968),Drama|Horror|Thriller
2161,NeverEnding Story The (1984),Adventure|Children|Fantasy
2162,NeverEnding Story II: The Next Chapter The (1990),Adventure|Children|Fantasy
2166,Return to Paradise (1998),Crime|Drama|Romance|Thriller
2167,Blade (1998),Action|Horror|Thriller
2169,Dead Man on Campus (1998),Comedy
2170,Wrongfully Accused (1998),Action|Comedy
2174,Beetlejuice (1988),Comedy|Fantasy
2176,Rope (1948),Crime|Drama|Thriller
2178,Frenzy (1972),Thriller
2183,Man Who Knew Too Much The (1956),Adventure|Drama|Mystery|Thriller
2184,Trouble with Harry The (1955),Comedy|Mystery
2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
2188,54 (1998),Drama
2193,Willow (1988),Action|Adventure|Fantasy
2194,Untouchables The (1987),Action|Crime|Drama
2206,Suspicion (1941),Film-Noir|Mystery|Thriller
2210,Sabotage (1936),Thriller
2219,Murder! (1930),Mystery|Thriller
2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
2236,Simon Birch (1998),Drama
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
2245,Working Girl (1988),Comedy|Drama|Romance
2248,Say Anything... (1989),Comedy|Drama|Romance
2249,My Blue Heaven (1990),Comedy
2253,Toys (1992),Comedy|Fantasy
2261,One Crazy Summer (1986),Comedy
2268,Few Good Men A (1992),Crime|Drama|Thriller
2271,Permanent Midnight (1998),Drama
2272,One True Thing (1998),Drama
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
2278,Ronin (1998),Action|Crime|Thriller
2282,Pecker (1998),Comedy|Drama
2287,Them! (1954),Horror|Sci-Fi|Thriller
2288,Thing The (1982),Action|Horror|Sci-Fi|Thriller
2289,Player The (1992),Comedy|Crime|Drama
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
2295,Impostors The (1998),Comedy
2296,Night at the Roxbury A (1998),Comedy
2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
2300,Producers The (1968),Comedy
2301,History of the World: Part I (1981),Comedy|Musical
2302,My Cousin Vinny (1992),Comedy
2303,Nashville (1975),Drama|Musical
2306,Holy Man (1998),Comedy
2310,Mighty The (1998),Drama
2311,2010: The Year We Make Contact (1984),Sci-Fi
2313,Elephant Man The (1980),Drama
2315,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller
2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
2318,Happiness (1998),Comedy|Drama
2320,Apt Pupil (1998),Drama|Thriller
2321,Pleasantville (1998),Comedy|Drama|Fantasy
2322,Soldier (1998),Action|Sci-Fi|War
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
2329,American History X (1998),Crime|Drama
2333,Gods and Monsters (1998),Drama
2334,Siege The (1998),Action|Thriller
2335,Waterboy The (1998),Comedy
2336,Elizabeth (1998),Drama
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller
2346,Stepford Wives The (1975),Mystery|Sci-Fi|Thriller
2349,Mona Lisa (1986),Comedy|Thriller
2351,Nights of Cabiria (1957),Drama
2352,Big Chill The (1983),Comedy|Drama
2353,Enemy of the State (1998),Action|Thriller
2355,Bug's Life A (1998),Adventure|Animation|Children|Comedy
2356,Celebrity (1998),Comedy
2357,Central Station (Central do Brasil) (1998),Drama
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
2360,Celebration The (Festen) (1998),Drama
2361,Pink Flamingos (1972),Comedy
2362,Glen or Glenda (1953),Drama
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
2366,King Kong (1933),Action|Adventure|Fantasy|Horror
2367,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller
2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance
2371,Fletch (1985),Comedy|Crime|Mystery
2377,Lifeforce (1985),Horror|Sci-Fi
2378,Police Academy (1984),Comedy|Crime
